id,category,service,business_name,contact_name,phone,address,website,notes,keywords,created_at,updated_at,updated_by,computed_keywords
166,Health Care & Specialists,Allergy / Immunology,Premier Allergy,,(210) 764-6567,"11840 Alamo Ranch Parkway, Suite 80
San Antonio, Texas 78253",https://www.premierallergytx.com/,,allergies allergist,2025-10-12T17:10:38,2025-10-12T20:26:16,appuser,health care specialists allergy immunology premier
69,Home Repair & Trades,Flooring,Presidio Flooring,John Sosa,(210) 688-2482,"25374 W Interstate 10 Frontage Rd, San Antonio, Tx 78257",https://presidioflooring.com,,,2025-10-04 12:52:59,2025-10-12T10:23:55,Randy,home repair trades flooring presidio hardwood tile vinyl plank laminate carpet install refinish
64,Home Repair & Trades,Bath Remodeling,Quality Bath And Floors,Adrian Salinas,(210) 363-2424,"223 Lorraine San Antonio, Texas 78214",https://qualitybathandfloors.com/,Bath Flooring,walk in bath,2025-10-04 12:52:59,2025-10-12T17:22:15,appuser,home repair trades bath remodeling quality and floors
147,Home Repair & Trades,Tile Installation (Floors & Walls),Quality Bath And Floors,Adrian Salinas,(210) 363-2424,"223 Lorraine San Antonio, Texas 78214",https://qualitybathandfloors.com/,Bath Flooring,,2025-10-04 12:52:59,2025-10-12T10:24:04,Randy,home repair trades tile installation floors walls quality bath and
77,Home Repair & Trades,Handyman,Ralph Marchiori,,(210) 860-6209,,,Doors,,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades handyman ralph marchiori repairs odd jobs honey do maintenance
139,Professional / Technical Services,Jewelry Repair Service,Rialto Jewelry,,(210) 509-8100,"8910 Bandera Rd Ste 107, Sa 78250",https://www.rialtojewelry.com/,Gold/Diamond Repair,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,professional technical services jewelry repair service rialto
14,Financial & Tax Services,Cpa,"Richard Krampe, Cpa",,(210) 695-1960,"14359 Old Bandera Rd, Helotes, Tx 78023",https://richcpa.co/,,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,financial tax services cpa richard krampe
106,Home Repair & Trades,"Decks, Gazebo, Arbor, Pergola",River City Deck & Patio,,(210) 823-3637,"18771 Fm 2252, San Antonio, Tx 78266",https://rivercitydeckandpatio.com/,"Professional, Reasonable",,2025-10-04 12:52:59,2025-10-12T21:45:54,appuser,home repair trades decks gazebo arbor pergola river city deck patio cover build outdoor living
70,Home Repair & Trades,Flooring,River City Floors,,(210) 593-3358,"3859 Stahl Rd, San Antonio, Tx 78217",https://rcfhardwoods.com/san-antonio/,,,2025-10-04 12:52:59,2025-10-12T10:23:55,Randy,home repair trades flooring river city floors hardwood tile vinyl plank laminate carpet install refinish
40,Health Care & Specialists,Dermatology,Rose Dermatology,,(210) 239-9647,"10630 Braun Rd Suite 105, San Antonio, Tx 78254",https://www.rosedermtx.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dermatology rose skin doctor mohs acne biopsy
83,Home Repair & Trades,"Hvac, Air Conditioning, Heating",Rosenberg Plumbing & Air,Matt (Co-Owner),(210) 987-5587,"4335 Vance Jackson Rd Suite 505, San Antonio, Tx 78230",https://rosenberghvac.com,,,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades hvac air conditioning heating rosenberg plumbing ac conditioner furnace heater duct thermostat cooling
49,Health Care & Specialists,Orthopedics,Sa City Orthopedics,Dr Brian N Kanz,(210) 510-2400,"1931 Rogers Road Suite 104 San Antonio, Tx 78251",https://www.sacityortho.com/,Highly Recommended,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists orthopedics sa city orthopedic joint knee shoulder hip sports medicine
42,Health Care & Specialists,Endocrinology,San Antonio Endocrinologist,Dr Shahid Aziz or Dr Dina Rivera,(210) 352-5006,"10818 Town Center Rd, San Antonio, Tx",https://www.saendocrine.com/shahid-aziz-md/,"Easy Access, Good Parking",,2025-10-04 12:52:59,2025-10-13T10:13:40,appuser,health care specialists endocrinology san antonio endocrinologist
29,Health Care & Specialists,Chiropractic,San Antonio Family Chiropractor,,(210) 699-0158,"9386 Huebner Rd Ste 100 San Antonio, Tx 78240",https://www.safamilychiro.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:50,Randy,health care specialists chiropractic san antonio family chiropractor back pain adjustment spine
140,Professional / Technical Services,Music Lessons,San Antonio Music Academy (Sama),,(210) 681-7262,"11121 Westwood Loop Ste. 208, San Antonio, Tx 78253",https://samusicacademy.com/,,,2025-10-04 12:52:59,2025-10-12T10:24:03,Randy,professional technical services music lessons san antonio academy sama
142,Professional / Technical Services,Shoe Repair,San Antonio Quality Shoe Repair & Alterations,,(210) 495-8550,"19160 Stone Oak Pkwy #102, San Antonio, Tx 78258",,Boots/Purses/Clothes,,2025-10-04 12:52:59,2025-10-12T10:24:04,Randy,professional technical services shoe repair san antonio quality alterations
12,Financial & Tax Services,Cpa,"Sandra Kapsar, Cpa",Sandra Kapsar,(210) 250-1690,,,Hcr Resident,,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,financial tax services cpa sandra kapsar
109,Landscaping / Trees / Lawn Services,Irrigation,Saul Pineda,,(210) 347-5291,,,,,2025-10-04 12:52:59,2025-10-12T10:24:00,Randy,landscaping trees lawn services irrigation saul pineda sprinkler repair sprinklers backflow system
91,Home Repair & Trades,Screens,Screenmobile Of Boerne,,(210) 756-5700,"5 Upper Cibolo Creek Rd, Boerne, Tx 78006",https://www.screenmobile.com/boerne,,Screens Windows Doors Patio Enclosures,2025-10-04 12:52:59,2025-10-12T10:23:57,appuser,home repair trades screens screenmobile of boerne
63,Home Repair & Trades,Address Tiles,Sea Gull Lighting 90621-68,,,,,Order House Numbers + 2 Blanks,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home repair trades address tiles sea gull lighting 90621 68
20,Financial & Tax Services,Financial Advisor,Secure Financial Management,Jay Kirkwood,(210) 428-6250,"4630 De Zavala Road San Antonio, Tx 78249",https://sfmplanning.com/,Cpa + Attorney,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,financial tax services advisor secure management
146,Security,Alarm Service,Smith Thompson Security,,(210) 590-0880,,https://smiththompson.com/,"Responsive, No Upsell",,2025-10-04 12:52:59,2025-10-12T10:24:04,Randy,security alarm service smith thompson
7,Personal Services,Alterations,Sofy’Z,,(210) 957-1441,"5619 W Loop 1604 N Suite 125, San Antonio, Tx 78253",https://sofyzdesigns.fashion/,,,2025-10-04 12:52:59,2025-10-12T20:42:17,appuser,personal services alterations sofy
39,Health Care & Specialists,Dermatology,Sorrento Dermatology,Dr James Neiiner,(210) 450-9840,"1314 E Sonterra Blvd, Suite #2201, San Antonio, Tx 78258",https://dermatologysanantonio.com/dr-james-neiner,Outstanding Mohs,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dermatology sorrento skin doctor mohs acne biopsy
103,Landscaping / Trees / Lawn Services,Artificial Turf,Southern Turf,,(210) 796-4601,"3414 Zebecca Creek Drive, San Antonio, Tx 78015",https://www.southernturfco.com/san-antonio/,,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,landscaping trees lawn services artificial turf southern synthetic grass astroturf fake
74,Home Cleaning / Domestic Services,Gutter Cleaning,Squeaky Dan'S,,(210) 394-6840,,https://www.squeakydans.com/,"Also Windows, Roof Wash",,2025-10-04 12:52:59,2025-10-12T20:35:16,appuser,home cleaning domestic services gutter squeaky dan
93,Home Cleaning / Domestic Services,Window Washing,Squeaky Dan'S,,(210) 394-6840,,https://www.squeakydans.com/,"Also Windows, Roof Wash",,2025-10-04 12:52:59,2025-10-12T20:34:54,appuser,home cleaning domestic services window washing squeaky dan glass
60,Home Cleaning / Domestic Services,Carpet Cleaning,Steam Solutions Carpet Cleaning,,(210) 643-3812,"2610 Johnson Grass, San Antonio, Tx 78251",http://www.steamsolutionscarpetcleaning.com,,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home cleaning domestic services carpet steam solutions clean stain removal upholstery
125,Pet Care,In‑Home Euthanasia,Stepping Stone Vetcare,Dr. Laura,(210) 454-6101,"535 E Ammann Rd, Bulverde, Tx 78163",https://www.steppingstonevetcare.com,,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care in home euthanasia stepping stone vetcare
89,Home Repair & Trades,Roofing,Storm Roofing,Alfred,(210) 497-7736,"20770 Hwy 281 #108-293 San Antonio, Tx 78258",https://www.stormroofing.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:57,Randy,home repair trades roofing storm roofer roof hail damage shingles leak
58,Health Care & Specialists,Physical Therapy,Stratton Physical Therapy,Dr Kenny Hogan,(210) 828-7557,"11919 Culebra Road, Bldg 1 Suite 101, San Antonio, Texas 78253",https://www.strattonrehab.com/locations/alamo-ranch,Highly Recommended,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists physical therapy stratton
143,Real Estate,Property Mgmt,Styles Aden,Styles Aden,(210) 867-2564,"4372 N Loop 1604 West Ste 102 San Antonio, Tx 78249",https://www.phyllisbrowning.com/realestate/agent/aden-stiles/,Manages Hcr Rentals,,2025-10-04 12:52:59,2025-10-12T10:24:04,Randy,real estate property mgmt styles aden
4,Auto Services,Auto Repair,Sun Auto Service,,(210) 455-1645,"11906 Alamo Ranch Pkwy San Antonio, Tx 78253",https://www.sunautoservice.com/locations/tx/sanantonio/auto-repair-11906-alamo-ranch-pkwy,,,2025-10-04 12:52:59,2025-10-12T10:23:47,Randy,auto services repair sun service mechanic brakes oil change alignment diagnostics
99,Home Repair & Trades,Window Coverings,Sunburst,,(210) 876-0377,,https://www.sunburstshutterssanantonio.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades window coverings sunburst blinds shutters shades plantation drapes
104,Landscaping / Trees / Lawn Services,Concrete Resurfacing,Sundek Of San Antonio,Steve Scott,(210) 491-0280,"18847 Redland Rd #206, San Antonio, Tx 78259",https://www.sundeksanantonio.com/,Highly Recommended,,2025-10-04 12:52:59,2025-10-12T10:23:59,Randy,landscaping trees lawn services concrete resurfacing sundek of san antonio stamped overlay cool deck resurface
66,Home Repair & Trades,"Decks, Gazebo, Arbor, Pergola",Superior Outdoor Design,,(210) 698-5010,"21195 W I-10, San Antonio, Tx 78257",https://www.superioroutdoordesigns.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home repair trades decks gazebo arbor pergola superior outdoor design patio cover deck build living
155,Landscaping / Trees / Lawn Services,Tree Trim,Teague'S Tree Service,,(210) 718-0142,"Po Box 3151, Universal City, Tx 78148",,"Courteous, Fair Pricing",,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,landscaping trees lawn services tree trim teague service pruning arborist branch removal
30,Health Care & Specialists,Dental,Texas Country Dental,Dr. Kiela Hilton,(210) 688-6809,"10919 Culebra Rd Ste 130, San Antonio, Tx 78253",https://www.texascountrydental.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:50,Randy,health care specialists dental texas country dentist teeth cleaning fillings crown
173,Health Care & Specialists,Neurology,Texas Neuro Spine,Dr Sebastian Villareal,(210) 951-9055,"11212 TX 151 Medical Plaza
1 Ste. 260
San Antonio, TX 78251",https://www.texasneurospine.com/sebastian-juan-villarreal-md-neuro-spine-surgeons-san-antonio-new-braunfels-tx/,,neurologist spine nerve pain,2025-10-12T17:43:40,2025-10-12T20:27:38,appuser,health care specialists neurology texas neuro spine
62,Home Cleaning / Domestic Services,Window Washing,Texas Window Washing,,(210) 326-0852,,https://www.texaswindowwashing.xyz/,,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home cleaning domestic services window washing texas glass
65,Home Repair & Trades,Deck Staining,The Dexpert,,(210) 480-6584,"7312 Reindeer Trail Leon Valley, Tx 78238",https://www.thedexpert.com,Pergola & Cedar Match,,2025-10-04 12:52:59,2025-10-12T10:23:54,Randy,home repair trades deck staining the dexpert
167,Health Care & Specialists,Chiropractic,The Joint,Dr. Issac,(210) 816-8437,"5519 W Loop 1604 N, Suite 103
San Antonio, TX 78253",https://www.thejoint.com/texas/san-antonio/alamo-ranch-28077,,,2025-10-12T17:17:38,2025-10-12T20:29:22,appuser,health care specialists chiropractic the joint back pain adjustment spine
172,Home Cleaning / Domestic Services,Window Washing,The Master Squeegee,Nick Williams,(210) 373-1512,,,excellent work,,2025-10-12T17:38:27,2025-10-12T17:38:27,appuser,home cleaning domestic services window washing the master squeegee glass
131,Pet Care,Veterinary Clinic / Animal Hospital,Thrive Pet Healthcare – Covenant Care Animal Hospital,,(210) 249-5831,"11841 Alamo Ranch Pkwy, Suite 112, San Antonio, Texas 78253",https://www.thrivepetcare.com,,,2025-10-04 12:52:59,2025-10-12T10:24:02,Randy,pet care veterinary clinic animal hospital thrive healthcare covenant
9,Beauty & Wellness,Nail Salon,Tippi Nail Bar,,(210) 886-8001,"6846 Alamo Pkwy #104, San Antonio, Tx 78253",https://tippinailbarsanantonio.com/,New Management,,2025-10-04 12:52:59,2025-10-12T10:23:47,Randy,beauty wellness nail salon tippi bar
11,Bicycle & Bike,"Bicycle Sales, Repair Service",Trek Bicycle San Antonio West,,(210) 600-4161,"11310 Culebra Rd Ste 117, San Antonio, Tx 78253",https://www.trekbikes.com/us/en_US/retail/san-antonio-west/,"Early Drop, Fast Turn",,2025-10-04 12:52:59,2025-10-12T10:23:48,Randy,bicycle bike sales repair service trek san antonio west
164,Beauty & Wellness,Nail Salon,Tri-V Nails,Kimberley,(210) 442-8585,"11840 Alamo Ranch Pkwy, San Antonio, TX 78253",https://trivnailspa.com/,,nails manicure pedicure,2025-10-12T16:33:27,2025-10-12T19:49:04,appuser,beauty wellness nail salon tri nails
51,Health Care & Specialists,Orthopedics,Tsaog Orthopaedics & Spine,Dr Emmanuel Nwelue  Dr. Josh Bell,(210) 804-5400,"11212 State Hwy 151, #150 San Antonio, Tx 78251",https://www.tsaog.com/physicians/emmanuel-c-nwelue/,"Personable, Understanding",,2025-10-04 12:52:59,2025-10-12T17:20:35,appuser,health care specialists orthopedics tsaog orthopaedics spine orthopedic joint knee shoulder hip sports medicine
56,Health Care & Specialists,Orthopedics,Tsaog – Dr. Brian Kanz,,(210) 804-5400,"9150 Huebner Rd Ste 290, San Antonio, Tx 78240",https://www.briankanzmd.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics tsaog dr brian kanz orthopedic joint knee shoulder hip sports medicine
52,Health Care & Specialists,Orthopedics,Tsaog – Dr. Gregory Naugher,,(210) 804-5400,"11212 State Hwy 151, #150 San Antonio, Tx 78251",https://www.tsaog.com/physicians/g-lane-naugher/,,,2025-10-04 12:52:59,2025-10-12T10:23:53,Randy,health care specialists orthopedics tsaog dr gregory naugher orthopedic joint knee shoulder hip sports medicine
45,Health Care & Specialists,Ophthalmologist,Ultravision,,(210) 308-5550,"6818 Heuermann Rd, Sa 78256",https://lasik2c.com/?utm_source=GMBlisting,,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists ophthalmologist ultravision
38,Health Care & Specialists,Dermatology,Ut Health,Dr Shiu,(210) 450-1000,"7979 Wurzbach Roadsan Antonio, Tx 78229",https://cancer.uthscsa.edu/doctors-and-locations/doctors-and-clinics/valerie-shiu,Mohs Surgery,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dermatology ut skin doctor mohs acne biopsy
27,Health Care & Specialists,Audiology,Ut Health Marc,,(210) 567-7000,"7703 Floyd Curl Drive San Antonio, Tx 78229",https://lsom.uthscsa.edu/otolaryngology/otology-and-audiology/,Helpful Staff,,2025-10-04 12:52:59,2025-10-12T10:23:50,Randy,health care specialists audiology ut marc hearing test aids tinnitus
50,Health Care & Specialists,Orthopedics,Ut Health Orthopaedics,Dr Chance Moore,(210) 450-9300,"7703 Floyd Curl Drive San Antonio, Tx 78229",https://directory.uthscsa.edu/academics/profile/moorecc,Patient Recommends,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists orthopedics ut orthopaedics orthopedic joint knee shoulder hip sports medicine
44,Health Care & Specialists,Endodontics,Vaughn Endodontics,Dr. Gary Benjamin; Dr. Vaughn,(210) 824-2363,"11019 Culebra Rd Ste 160, San Antonio, Tx 78253",https://www.vaughnendodontics.com/meet-us/gary-benjamin-dmd/,,,2025-10-04 12:52:59,2025-10-12T10:23:52,Randy,health care specialists endodontics vaughn
145,Security,Alarm Service,Vivint,Jacob Moore,(844) 481-8630,"15900 La Cantera Parkway #19210 San Antonio, Tx 78256",https://www.vivint.com/locations/texas/san-antonio,Responsive,,2025-10-04 12:52:59,2025-10-12T10:24:04,Randy,security alarm service vivint
156,Home Repair & Trades,Water Softener Service & Sales,Water Doctor,,(210) 505-0555,"3211 Howling Wolf, San Antonio, Tx 78261",,Many Hcr Customers,,2025-10-04 12:52:59,2025-10-12T10:24:05,Randy,home repair trades water softener service sales doctor
41,Health Care & Specialists,Dermatology,Westover Hills Dermatology,Dr. Mobolaji Opeola,(830) 465-2851,"9018 Culebra Rd Ste 104, San Antonio, Tx 78251",https://westoverhillsdermatology.com/dr-mobolaji-opeola,,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dermatology westover hills skin doctor mohs acne biopsy
36,Health Care & Specialists,Dental,Whispering Oaks Dental,Dr. Barton,(210) 293-0696,5531 W. Loop 1604 N Suite 115 Suite 115,,,,2025-10-04 12:52:59,2025-10-12T10:23:51,Randy,health care specialists dental whispering oaks dentist teeth cleaning fillings crown
82,Home Repair & Trades,"Hvac, Air Conditioning, Heating",Wilks Air Conditioning,Danny Wilks,(210) 534-9911,"39 Waleetka St, San Antonio, Tx 78210",https://wilksair.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:56,Randy,home repair trades hvac air conditioning heating wilks ac conditioner furnace heater duct thermostat cooling
95,Home Repair & Trades,Window Coverings,Window Fashions Of Texas,,(210) 791-7705,"16151 College Oak #102, San Antonio, Tx 78249",https://windowfashionsoftexas.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:58,Randy,home repair trades window coverings fashions of texas blinds shutters shades plantation drapes
21,Financial & Tax Services,Financial Advisor,Your Retirement Solutions,Jake Yetterberg,(210) 495-3711,"14400 Northbrook Drive Suite 100 San Antonio, Tx 78232",https://www.yetterberg.com/team/jake-yetterberg,Retirement & Estate Focus,,2025-10-04 12:52:59,2025-10-12T10:23:49,Randy,financial tax services advisor your retirement solutions
34,Health Care & Specialists,Dental,Z Dentist San Antonio,,(210) 802-9999,"7010 W Loop 1604 N, Suite 205, San Antonio, Texas 78254",https://www.z-dentist.com/,,,2025-10-04 12:52:59,2025-10-12T10:23:50,Randy,health care specialists dental dentist san antonio teeth cleaning fillings crown
